,tokens,Sentiment
733,"[u'They', u'also', u'now', u'serve', u'Indian', u'naan', u'bread', u'with', u'hummus', u'and', u'some', u'spicy', u'pine', u'nut', u'sauce', u'that', u'was', u'out', u'of', u'this', u'world']",1
734,"[u'Probably', u'never', u'coming', u'back', u'and', u'wouldn', u't', u'recommend', u'it']",0
735,"[u'Friend', u's', u'pasta', u'also', u'bad', u'he', u'barely', u'touched', u'it']",0
736,"[u'Try', u'them', u'in', u'the', u'airport', u'to', u'experience', u'some', u'tasty', u'food', u'and', u'speedy', u'friendly', u'service']",1
737,"[u'I', u'love', u'the', u'decor', u'with', u'the', u'Chinese', u'calligraphy', u'wall', u'paper']",1
738,"[u'Never', u'had', u'anything', u'to', u'complain', u'about', u'here']",1
739,"[u'The', u'restaurant', u'is', u'very', u'clean', u'and', u'has', u'a', u'family', u'restaurant', u'feel', u'to', u'it']",1
740,"[u'It', u'was', u'way', u'over', u'fried']",0
741,"[u'I', u'm', u'not', u'sure', u'how', u'long', u'we', u'stood', u'there', u'but', u'it', u'was', u'long', u'enough', u'for', u'me', u'to', u'begin', u'to', u'feel', u'awkwardly', u'out', u'of', u'place']",0
742,"[u'When', u'I', u'opened', u'the', u'sandwich', u'I', u'was', u'impressed', u'but', u'not', u'in', u'a', u'good', u'way']",0
743,"[u'Will', u'not', u'be', u'back']",0
744,"[u'There', u'was', u'a', u'warm', u'feeling', u'with', u'the', u'service', u'and', u'I', u'felt', u'like', u'their', u'guest', u'for', u'a', u'special', u'treat']",1
745,"[u'An', u'extensive', u'menu', u'provides', u'lots', u'of', u'options', u'for', u'breakfast']",1
746,"[u'I', u'always', u'order', u'from', u'the', u'vegetarian', u'menu', u'during', u'dinner', u'which', u'has', u'a', u'wide', u'array', u'of', u'options', u'to', u'choose', u'from']",1
747,"[u'I', u'have', u'watched', u'their', u'prices', u'inflate', u'portions', u'get', u'smaller', u'and', u'management', u'attitudes', u'grow', u'rapidly']",0
748,"[u'Wonderful', u'lil', u'tapas', u'and', u'the', u'ambience', u'made', u'me', u'feel', u'all', u'warm', u'and', u'fuzzy', u'inside']",1
749,"[u'I', u'got', u'to', u'enjoy', u'the', u'seafood', u'salad', u'with', u'a', u'fabulous', u'vinegrette']",1
750,"[u'The', u'wontons', u'were', u'thin', u'not', u'thick', u'and', u'chewy', u'almost', u'melt', u'in', u'your', u'mouth']",1
751,"[u'Level', u'5', u'spicy', u'was', u'perfect', u'where', u'spice', u'didn', u't', u'over', u'whelm', u'the', u'soup']",1
752,"[u'We', u'were', u'sat', u'right', u'on', u'time', u'and', u'our', u'server', u'from', u'the', u'get', u'go', u'was', u'FANTASTIC']",1
753,"[u'Main', u'thing', u'I', u'didn', u't', u'enjoy', u'is', u'that', u'the', u'crowd', u'is', u'of', u'older', u'crowd', u'around', u'mid', u'30s', u'and', u'up']",0
754,"[u'When', u'I', u'm', u'on', u'this', u'side', u'of', u'town', u'this', u'will', u'definitely', u'be', u'a', u'spot', u'I', u'll', u'hit', u'up', u'again']",1
755,"[u'I', u'had', u'to', u'wait', u'over', u'30', u'minutes', u'to', u'get', u'my', u'drink', u'and', u'longer', u'to', u'get', u'2', u'arepas']",0
756,"[u'This', u'is', u'a', u'GREAT', u'place', u'to', u'eat']",1
757,"[u'The', u'jalapeno', u'bacon', u'is', u'soooo', u'good']",1
758,"[u'The', u'service', u'was', u'poor', u'and', u'thats', u'being', u'nice']",0
759,"[u'Food', u'was', u'good', u'service', u'was', u'good', u'Prices', u'were', u'good']",1
760,"[u'The', u'place', u'was', u'not', u'clean', u'and', u'the', u'food', u'oh', u'so', u'stale']",0
761,"[u'The', u'chicken', u'dishes', u'are', u'OK', u'the', u'beef', u'is', u'like', u'shoe', u'leather']",0
762,"[u'But', u'the', u'service', u'was', u'beyond', u'bad']",0
763,"[u'I', u'm', u'so', u'happy', u'to', u'be', u'here']",1
764,"[u'Tasted', u'like', u'dirt']",0
765,"[u'One', u'of', u'the', u'few', u'places', u'in', u'Phoenix', u'that', u'I', u'would', u'definately', u'go', u'back', u'to', u'again']",1
766,"[u'The', u'block', u'was', u'amazing']",1
767,"[u'It', u's', u'close', u'to', u'my', u'house', u'it', u's', u'low', u'key', u'non', u'fancy', u'affordable', u'prices', u'good', u'food']",1
768,"[u'Both', u'the', u'Hot', u'Sour', u'the', u'Egg', u'Flower', u'Soups', u'were', u'absolutely', u'5', u'Stars']",1
769,"[u'My', u'sashimi', u'was', u'poor', u'quality', u'being', u'soggy', u'and', u'tasteless']",0
770,"[u'Great', u'time', u'family', u'dinner', u'on', u'a', u'Sunday', u'night']",1
771,"[u'the', u'food', u'is', u'not', u'tasty', u'at', u'all', u'not', u'to', u'say', u'its', u'real', u'traditional', u'Hunan', u'style']",0
772,"[u'What', u'did', u'bother', u'me', u'was', u'the', u'slow', u'service']",0
773,"[u'The', u'flair', u'bartenders', u'are', u'absolutely', u'amazing']",1
774,"[u'Their', u'frozen', u'margaritas', u'are', u'WAY', u'too', u'sugary', u'for', u'my', u'taste']",0
775,"[u'These', u'were', u'so', u'good', u'we', u'ordered', u'them', u'twice']",1
776,"[u'So', u'in', u'a', u'nutshell', u'1', u'The', u'restaraunt', u'smells', u'like', u'a', u'combination', u'of', u'a', u'dirty', u'fish', u'market', u'and', u'a', u'sewer']",0
777,"[u'My', u'girlfriend', u's', u'veal', u'was', u'very', u'bad']",0
778,"[u'Unfortunately', u'it', u'was', u'not', u'good']",0
779,"[u'I', u'had', u'a', u'pretty', u'satifying', u'experience']",1
780,"[u'Join', u'the', u'club', u'and', u'get', u'awesome', u'offers', u'via', u'email']",1
781,"[u'Perfect', u'for', u'someone', u'me', u'who', u'only', u'likes', u'beer', u'ice', u'cold', u'or', u'in', u'this', u'case', u'even', u'colder']",1
782,"[u'Bland', u'and', u'flavorless', u'is', u'a', u'good', u'way', u'of', u'describing', u'the', u'barely', u'tepid', u'meat']",0
783,"[u'The', u'chains', u'which', u'I', u'm', u'no', u'fan', u'of', u'beat', u'this', u'place', u'easily']",0
784,"[u'The', u'nachos', u'are', u'a', u'MUST', u'HAVE']",1
785,"[u'We', u'will', u'not', u'be', u'coming', u'back']",0
786,"[u'I', u'don', u't', u'have', u'very', u'many', u'words', u'to', u'say', u'about', u'this', u'place', u'but', u'it', u'does', u'everything', u'pretty', u'well']",1
787,"[u'The', u'staff', u'is', u'super', u'nice', u'and', u'very', u'quick', u'even', u'with', u'the', u'crazy', u'crowds', u'of', u'the', u'downtown', u'juries', u'lawyers', u'and', u'court', u'staff']",1
788,"[u'Great', u'atmosphere', u'friendly', u'and', u'fast', u'service']",1
789,"[u'When', u'I', u'received', u'my', u'Pita', u'it', u'was', u'huge', u'it', u'did', u'have', u'a', u'lot', u'of', u'meat', u'in', u'it', u'so', u'thumbs', u'up', u'there']",1
790,"[u'Once', u'your', u'food', u'arrives', u'it', u's', u'meh']",0
791,"[u'Paying', u'7', u'85', u'for', u'a', u'hot', u'dog', u'and', u'fries', u'that', u'looks', u'like', u'it', u'came', u'out', u'of', u'a', u'kid', u's', u'meal', u'at', u'the', u'Wienerschnitzel', u'is', u'not', u'my', u'idea', u'of', u'a', u'good', u'meal']",0
792,"[u'The', u'classic', u'Maine', u'Lobster', u'Roll', u'was', u'fantastic']",1
793,"[u'My', u'brother', u'in', u'law', u'who', u'works', u'at', u'the', u'mall', u'ate', u'here', u'same', u'day', u'and', u'guess', u'what', u'he', u'was', u'sick', u'all', u'night', u'too']",0
794,"[u'So', u'good', u'I', u'am', u'going', u'to', u'have', u'to', u'review', u'this', u'place', u'twice', u'once', u'hereas', u'a', u'tribute', u'to', u'the', u'place', u'and', u'once', u'as', u'a', u'tribute', u'to', u'an', u'event', u'held', u'here', u'last', u'night']",1
795,"[u'The', u'chips', u'and', u'salsa', u'were', u'really', u'good', u'the', u'salsa', u'was', u'very', u'fresh']",1
796,"[u'This', u'place', u'is', u'great']",1
797,"[u'Mediocre', u'food']",0
798,"[u'Once', u'you', u'get', u'inside', u'you', u'll', u'be', u'impressed', u'with', u'the', u'place']",1
799,"[u'I', u'm', u'super', u'pissd']",0
800,"[u'And', u'service', u'was', u'super', u'friendly']",1
801,"[u'Why', u'are', u'these', u'sad', u'little', u'vegetables', u'so', u'overcooked']",0
802,"[u'This', u'place', u'was', u'such', u'a', u'nice', u'surprise']",1
803,"[u'They', u'were', u'golden', u'crispy', u'and', u'delicious']",1
804,"[u'I', u'had', u'high', u'hopes', u'for', u'this', u'place', u'since', u'the', u'burgers', u'are', u'cooked', u'over', u'a', u'charcoal', u'grill', u'but', u'unfortunately', u'the', u'taste', u'fell', u'flat', u'way', u'flat']",0
805,"[u'I', u'could', u'eat', u'their', u'bruschetta', u'all', u'day', u'it', u'is', u'devine']",1
806,"[u'Not', u'a', u'single', u'employee', u'came', u'out', u'to', u'see', u'if', u'we', u'were', u'OK', u'or', u'even', u'needed', u'a', u'water', u'refill', u'once', u'they', u'finally', u'served', u'us', u'our', u'food']",0
807,"[u'Lastly', u'the', u'mozzarella', u'sticks', u'they', u'were', u'the', u'best', u'thing', u'we', u'ordered']",1
808,"[u'The', u'first', u'time', u'I', u'ever', u'came', u'here', u'I', u'had', u'an', u'amazing', u'experience', u'I', u'still', u'tell', u'people', u'how', u'awesome', u'the', u'duck', u'was']",1
809,"[u'The', u'server', u'was', u'very', u'negligent', u'of', u'our', u'needs', u'and', u'made', u'us', u'feel', u'very', u'unwelcome', u'I', u'would', u'not', u'suggest', u'this', u'place']",0
810,"[u'The', u'service', u'was', u'terrible', u'though']",0
811,"[u'This', u'place', u'is', u'overpriced', u'not', u'consistent', u'with', u'their', u'boba', u'and', u'it', u'really', u'is', u'OVERPRICED']",0
812,"[u'It', u'was', u'packed']",0
813,"[u'I', u'love', u'this', u'place']",1
814,"[u'I', u'can', u'say', u'that', u'the', u'desserts', u'were', u'yummy']",1
815,"[u'The', u'food', u'was', u'terrible']",0
816,"[u'The', u'seasonal', u'fruit', u'was', u'fresh', u'white', u'peach', u'puree']",1
817,"[u'It', u'kept', u'getting', u'worse', u'and', u'worse', u'so', u'now', u'I', u'm', u'officially', u'done']",0
818,"[u'This', u'place', u'should', u'honestly', u'be', u'blown', u'up']",0
819,"[u'But', u'I', u'definitely', u'would', u'not', u'eat', u'here', u'again']",0
820,"[u'Do', u'not', u'waste', u'your', u'money', u'here']",0
821,"[u'I', u'love', u'that', u'they', u'put', u'their', u'food', u'in', u'nice', u'plastic', u'containers', u'as', u'opposed', u'to', u'cramming', u'it', u'in', u'little', u'paper', u'takeout', u'boxes']",1
822,"[u'The', u'crpe', u'was', u'delicate', u'and', u'thin', u'and', u'moist']",1
823,"[u'Awful', u'service']",0
824,"[u'Won', u't', u'ever', u'go', u'here', u'again']",0
825,"[u'Food', u'quality', u'has', u'been', u'horrible']",0
826,"[u'For', u'that', u'price', u'I', u'can', u'think', u'of', u'a', u'few', u'place', u'I', u'would', u'have', u'much', u'rather', u'gone']",0
827,"[u'The', u'service', u'here', u'is', u'fair', u'at', u'best']",0
828,"[u'I', u'do', u'love', u'sushi', u'but', u'I', u'found', u'Kabuki', u'to', u'be', u'over', u'priced', u'over', u'hip', u'and', u'under', u'services']",0
829,"[u'Do', u'yourself', u'a', u'favor', u'and', u'stay', u'away', u'from', u'this', u'dish']",0
830,"[u'Very', u'poor', u'service']",0
831,"[u'No', u'one', u'at', u'the', u'table', u'thought', u'the', u'food', u'was', u'above', u'average', u'or', u'worth', u'the', u'wait', u'that', u'we', u'had', u'for', u'it']",0
832,"[u'Best', u'service', u'and', u'food', u'ever', u'Maria', u'our', u'server', u'was', u'so', u'good', u'and', u'friendly', u'she', u'made', u'our', u'day']",1
833,"[u'They', u'were', u'excellent']",1
834,"[u'I', u'paid', u'the', u'bill', u'but', u'did', u'not', u'tip', u'because', u'I', u'felt', u'the', u'server', u'did', u'a', u'terrible', u'job']",0
835,"[u'Just', u'had', u'lunch', u'here', u'and', u'had', u'a', u'great', u'experience']",1
836,"[u'I', u'have', u'never', u'had', u'such', u'bland', u'food', u'which', u'surprised', u'me', u'considering', u'the', u'article', u'we', u'read', u'focused', u'so', u'much', u'on', u'their', u'spices', u'and', u'flavor']",0
837,"[u'Food', u'is', u'way', u'overpriced', u'and', u'portions', u'are', u'fucking', u'small']",0
838,"[u'I', u'recently', u'tried', u'Caballero', u's', u'and', u'I', u'have', u'been', u'back', u'every', u'week', u'since']",1
839,"[u'for', u'40', u'bucks', u'a', u'head', u'i', u'really', u'expect', u'better', u'food']",0
840,"[u'The', u'food', u'came', u'out', u'at', u'a', u'good', u'pace']",1
841,"[u'I', u'ate', u'there', u'twice', u'on', u'my', u'last', u'visit', u'and', u'especially', u'enjoyed', u'the', u'salmon', u'salad']",1
842,"[u'I', u'won', u't', u'be', u'back']",0
843,"[u'We', u'could', u'not', u'believe', u'how', u'dirty', u'the', u'oysters', u'were']",0
844,"[u'This', u'place', u'deserves', u'no', u'stars']",0
845,"[u'I', u'would', u'not', u'recommend', u'this', u'place']",0
846,"[u'In', u'fact', u'I', u'm', u'going', u'to', u'round', u'up', u'to', u'4', u'stars', u'just', u'because', u'she', u'was', u'so', u'awesome']",1
847,"[u'To', u'my', u'disbelief', u'each', u'dish', u'qualified', u'as', u'the', u'worst', u'version', u'of', u'these', u'foods', u'I', u'have', u'ever', u'tasted']",0
848,"[u'Bad', u'day', u'or', u'not', u'I', u'have', u'a', u'very', u'low', u'tolerance', u'for', u'rude', u'customer', u'service', u'people', u'it', u'is', u'your', u'job', u'to', u'be', u'nice', u'and', u'polite', u'wash', u'dishes', u'otherwise']",0
849,"[u'the', u'potatoes', u'were', u'great', u'and', u'so', u'was', u'the', u'biscuit']",1
850,"[u'I', u'probably', u'would', u'not', u'go', u'here', u'again']",0
851,"[u'So', u'flavorful', u'and', u'has', u'just', u'the', u'perfect', u'amount', u'of', u'heat']",1
852,"[u'The', u'price', u'is', u'reasonable', u'and', u'the', u'service', u'is', u'great']",1
853,"[u'The', u'Wife', u'hated', u'her', u'meal', u'coconut', u'shrimp', u'and', u'our', u'friends', u'really', u'did', u'not', u'enjoy', u'their', u'meals', u'either']",0
854,"[u'My', u'fella', u'got', u'the', u'huevos', u'rancheros', u'and', u'they', u'didn', u't', u'look', u'too', u'appealing']",0
855,"[u'Went', u'in', u'for', u'happy', u'hour', u'great', u'list', u'of', u'wines']",1
856,"[u'Some', u'may', u'say', u'this', u'buffet', u'is', u'pricey', u'but', u'I', u'think', u'you', u'get', u'what', u'you', u'pay', u'for', u'and', u'this', u'place', u'you', u'are', u'getting', u'quite', u'a', u'lot']",1
857,"[u'I', u'probably', u'won', u't', u'be', u'coming', u'back', u'here']",0
858,"[u'Worst', u'food', u'service', u'I', u've', u'had', u'in', u'a', u'while']",0
859,"[u'This', u'place', u'is', u'pretty', u'good', u'nice', u'little', u'vibe', u'in', u'the', u'restaurant']",1
860,"[u'Talk', u'about', u'great', u'customer', u'service', u'of', u'course', u'we', u'will', u'be', u'back']",1
861,"[u'Hot', u'dishes', u'are', u'not', u'hot', u'cold', u'dishes', u'are', u'close', u'to', u'room', u'temp', u'I', u'watched', u'staff', u'prepare', u'food', u'with', u'BARE', u'HANDS', u'no', u'gloves', u'Everything', u'is', u'deep', u'fried', u'in', u'oil']",0
862,"[u'I', u'love', u'their', u'fries', u'and', u'their', u'beans']",1
863,"[u'Always', u'a', u'pleasure', u'dealing', u'with', u'him']",1
864,"[u'They', u'have', u'a', u'plethora', u'of', u'salads', u'and', u'sandwiches', u'and', u'everything', u'I', u've', u'tried', u'gets', u'my', u'seal', u'of', u'approval']",1
865,"[u'This', u'place', u'is', u'awesome', u'if', u'you', u'want', u'something', u'light', u'and', u'healthy', u'during', u'the', u'summer']",1
866,"[u'For', u'sushi', u'on', u'the', u'Strip', u'this', u'is', u'the', u'place', u'to', u'go']",1
867,"[u'The', u'service', u'was', u'great', u'even', u'the', u'manager', u'came', u'and', u'helped', u'with', u'our', u'table']",1
868,"[u'The', u'feel', u'of', u'the', u'dining', u'room', u'was', u'more', u'college', u'cooking', u'course', u'than', u'high', u'class', u'dining', u'and', u'the', u'service', u'was', u'slow', u'at', u'best']",0
869,"[u'I', u'started', u'this', u'review', u'with', u'two', u'stars', u'but', u'I', u'm', u'editing', u'it', u'to', u'give', u'it', u'only', u'one']",0
870,"[u'this', u'is', u'the', u'worst', u'sushi', u'i', u'have', u'ever', u'eat', u'besides', u'Costco', u's']",0
871,"[u'All', u'in', u'all', u'an', u'excellent', u'restaurant', u'highlighted', u'by', u'great', u'service', u'a', u'unique', u'menu', u'and', u'a', u'beautiful', u'setting']",1
872,"[u'My', u'boyfriend', u'and', u'i', u'sat', u'at', u'the', u'bar', u'and', u'had', u'a', u'completely', u'delightful', u'experience']",1
873,"[u'Weird', u'vibe', u'from', u'owners']",0
874,"[u'There', u'was', u'hardly', u'any', u'meat']",0
875,"[u'I', u've', u'had', u'better', u'bagels', u'from', u'the', u'grocery', u'store']",0
876,"[u'Go', u'To', u'Place', u'for', u'Gyros']",1
877,"[u'I', u'love', u'the', u'owner', u'chef', u'his', u'one', u'authentic', u'Japanese', u'cool', u'dude']",1
878,"[u'Now', u'the', u'burgers', u'aren', u't', u'as', u'good', u'the', u'pizza', u'which', u'used', u'to', u'be', u'amazing', u'is', u'doughy', u'and', u'flavorless']",0
879,"[u'I', u'found', u'a', u'six', u'inch', u'long', u'piece', u'of', u'wire', u'in', u'my', u'salsa']",0
880,"[u'The', u'service', u'was', u'terrible', u'food', u'was', u'mediocre']",0
881,"[u'We', u'definately', u'enjoyed', u'ourselves']",1
882,"[u'I', u'ordered', u'Albondigas', u'soup', u'which', u'was', u'just', u'warm', u'and', u'tasted', u'like', u'tomato', u'soup', u'with', u'frozen', u'meatballs']",0
883,"[u'On', u'three', u'different', u'occasions', u'I', u'asked', u'for', u'well', u'done', u'or', u'medium', u'well', u'and', u'all', u'three', u'times', u'I', u'got', u'the', u'bloodiest', u'piece', u'of', u'meat', u'on', u'my', u'plate']",0
884,"[u'I', u'had', u'about', u'two', u'bites', u'and', u'refused', u'to', u'eat', u'anymore']",0
885,"[u'The', u'service', u'was', u'extremely', u'slow']",0
886,"[u'After', u'20', u'minutes', u'wait', u'I', u'got', u'a', u'table']",0
887,"[u'Seriously', u'killer', u'hot', u'chai', u'latte']",1
888,"[u'No', u'allergy', u'warnings', u'on', u'the', u'menu', u'and', u'the', u'waitress', u'had', u'absolutely', u'no', u'clue', u'as', u'to', u'which', u'meals', u'did', u'or', u'did', u'not', u'contain', u'peanuts']",0
889,"[u'My', u'boyfriend', u'tried', u'the', u'Mediterranean', u'Chicken', u'Salad', u'and', u'fell', u'in', u'love']",1
890,"[u'Their', u'rotating', u'beers', u'on', u'tap', u'is', u'also', u'a', u'highlight', u'of', u'this', u'place']",1
891,"[u'Pricing', u'is', u'a', u'bit', u'of', u'a', u'concern', u'at', u'Mellow', u'Mushroom']",0
892,"[u'Worst', u'Thai', u'ever']",0
893,"[u'If', u'you', u'stay', u'in', u'Vegas', u'you', u'must', u'get', u'breakfast', u'here', u'at', u'least', u'once']",1
894,"[u'I', u'want', u'to', u'first', u'say', u'our', u'server', u'was', u'great', u'and', u'we', u'had', u'perfect', u'service']",1
895,"[u'The', u'pizza', u'selections', u'are', u'good']",1
896,"[u'I', u'had', u'strawberry', u'tea', u'which', u'was', u'good']",1
897,"[u'Highly', u'unprofessional', u'and', u'rude', u'to', u'a', u'loyal', u'patron']",0
898,"[u'Overall', u'a', u'great', u'experience']",1
899,"[u'Spend', u'your', u'money', u'elsewhere']",0
900,"[u'Their', u'regular', u'toasted', u'bread', u'was', u'equally', u'satisfying', u'with', u'the', u'occasional', u'pats', u'of', u'butter', u'Mmmm']",1
901,"[u'The', u'Buffet', u'at', u'Bellagio', u'was', u'far', u'from', u'what', u'I', u'anticipated']",0
902,"[u'And', u'the', u'drinks', u'are', u'WEAK', u'people']",0
903,"[u'My', u'order', u'was', u'not', u'correct']",0
904,"[u'Also', u'I', u'feel', u'like', u'the', u'chips', u'are', u'bought', u'not', u'made', u'in', u'house']",0
905,"[u'After', u'the', u'disappointing', u'dinner', u'we', u'went', u'elsewhere', u'for', u'dessert']",0
906,"[u'The', u'chips', u'and', u'sals', u'a', u'here', u'is', u'amazing']",1
907,"[u'We', u'won', u't', u'be', u'returning']",0
908,"[u'This', u'is', u'my', u'new', u'fav', u'Vegas', u'buffet', u'spot']",1
909,"[u'I', u'seriously', u'cannot', u'believe', u'that', u'the', u'owner', u'has', u'so', u'many', u'unexperienced', u'employees', u'that', u'all', u'are', u'running', u'around', u'like', u'chickens', u'with', u'their', u'heads', u'cut', u'off']",0
910,"[u'Very', u'very', u'sad']",0
911,"[u'i', u'felt', u'insulted', u'and', u'disrespected', u'how', u'could', u'you', u'talk', u'and', u'judge', u'another', u'human', u'being', u'like', u'that']",0
912,"[u'How', u'can', u'you', u'call', u'yourself', u'a', u'steakhouse', u'if', u'you', u'can', u't', u'properly', u'cook', u'a', u'steak', u'I', u'don', u't', u'understand']",0
913,"[u'I', u'm', u'not', u'impressed', u'with', u'the', u'concept', u'or', u'the', u'food']",0
914,"[u'The', u'only', u'thing', u'I', u'wasn', u't', u'too', u'crazy', u'about', u'was', u'their', u'guacamole', u'as', u'I', u'don', u't', u'like', u'it', u'pured']",0
915,"[u'There', u'is', u'really', u'nothing', u'for', u'me', u'at', u'postinos', u'hope', u'your', u'experience', u'is', u'better']",0
916,"[u'I', u'got', u'food', u'poisoning', u'here', u'at', u'the', u'buffet']",0
917,"[u'They', u'brought', u'a', u'fresh', u'batch', u'of', u'fries', u'and', u'I', u'was', u'thinking', u'yay', u'something', u'warm', u'but', u'no']",0
918,"[u'What', u'SHOULD', u'have', u'been', u'a', u'hilarious', u'yummy', u'Christmas', u'Eve', u'dinner', u'to', u'remember', u'was', u'the', u'biggest', u'fail', u'of', u'the', u'entire', u'trip', u'for', u'us']",0
919,"[u'Needless', u'to', u'say', u'I', u'won', u't', u'be', u'going', u'back', u'anytime', u'soon']",0
920,"[u'This', u'place', u'is', u'disgusting']",0
921,"[u'Every', u'time', u'I', u'eat', u'here', u'I', u'see', u'caring', u'teamwork', u'to', u'a', u'professional', u'degree']",1
922,"[u'The', u'RI', u'style', u'calamari', u'was', u'a', u'joke']",0
923,"[u'However', u'there', u'was', u'so', u'much', u'garlic', u'in', u'the', u'fondue', u'it', u'was', u'barely', u'edible']",0
924,"[u'I', u'could', u'barely', u'stomach', u'the', u'meal', u'but', u'didn', u't', u'complain', u'because', u'it', u'was', u'a', u'business', u'lunch']",0
925,"[u'It', u'was', u'so', u'bad', u'I', u'had', u'lost', u'the', u'heart', u'to', u'finish', u'it']",0
926,"[u'It', u'also', u'took', u'her', u'forever', u'to', u'bring', u'us', u'the', u'check', u'when', u'we', u'asked', u'for', u'it']",0
927,"[u'We', u'aren', u't', u'ones', u'to', u'make', u'a', u'scene', u'at', u'restaurants', u'but', u'I', u'just', u'don', u't', u'get', u'it', u'definitely', u'lost', u'the', u'love', u'after', u'this', u'one']",0
928,"[u'Disappointing', u'experience']",0
929,"[u'The', u'food', u'is', u'about', u'on', u'par', u'with', u'Denny', u's', u'which', u'is', u'to', u'say', u'not', u'good', u'at', u'all']",0
930,"[u'If', u'you', u'want', u'to', u'wait', u'for', u'mediocre', u'food', u'and', u'downright', u'terrible', u'service', u'then', u'this', u'is', u'the', u'place', u'for', u'you']",0
931,"[u'WAAAAAAyyyyyyyyyy', u'over', u'rated', u'is', u'all', u'I', u'am', u'saying']",0
932,"[u'We', u'won', u't', u'be', u'going', u'back']",0
933,"[u'The', u'place', u'was', u'fairly', u'clean', u'but', u'the', u'food', u'simply', u'wasn', u't', u'worth', u'it']",0
934,"[u'This', u'place', u'lacked', u'style']",0
935,"[u'The', u'sangria', u'was', u'about', u'half', u'of', u'a', u'glass', u'wine', u'full', u'and', u'was', u'12', u'ridiculous']",0
936,"[u'Don', u't', u'bother', u'coming', u'here']",0
937,"[u'The', u'meat', u'was', u'pretty', u'dry', u'I', u'had', u'the', u'sliced', u'brisket', u'and', u'pulled', u'pork']",0
938,"[u'The', u'building', u'itself', u'seems', u'pretty', u'neat', u'the', u'bathroom', u'is', u'pretty', u'trippy', u'but', u'I', u'wouldn', u't', u'eat', u'here', u'again']",0
939,"[u'It', u'was', u'equally', u'awful']",0
940,"[u'Probably', u'not', u'in', u'a', u'hurry', u'to', u'go', u'back']",0
941,"[u'very', u'slow', u'at', u'seating', u'even', u'with', u'reservation']",0
942,"[u'Not', u'good', u'by', u'any', u'stretch', u'of', u'the', u'imagination']",0
943,"[u'The', u'cashew', u'cream', u'sauce', u'was', u'bland', u'and', u'the', u'vegetables', u'were', u'undercooked']",0
944,"[u'The', u'chipolte', u'ranch', u'dipping', u'sause', u'was', u'tasteless', u'seemed', u'thin', u'and', u'watered', u'down', u'with', u'no', u'heat']",0
945,"[u'It', u'was', u'a', u'bit', u'too', u'sweet', u'not', u'really', u'spicy', u'enough', u'and', u'lacked', u'flavor']",0
946,"[u'I', u'was', u'VERY', u'disappointed']",0
947,"[u'This', u'place', u'is', u'horrible', u'and', u'way', u'overpriced']",0
948,"[u'Maybe', u'it', u's', u'just', u'their', u'Vegetarian', u'fare', u'but', u'I', u've', u'been', u'twice', u'and', u'I', u'thought', u'it', u'was', u'average', u'at', u'best']",0
949,"[u'It', u'wasn', u't', u'busy', u'at', u'all', u'and', u'now', u'we', u'know', u'why']",0
950,"[u'The', u'tables', u'outside', u'are', u'also', u'dirty', u'a', u'lot', u'of', u'the', u'time', u'and', u'the', u'workers', u'are', u'not', u'always', u'friendly', u'and', u'helpful', u'with', u'the', u'menu']",0
951,"[u'The', u'ambiance', u'here', u'did', u'not', u'feel', u'like', u'a', u'buffet', u'setting', u'but', u'more', u'of', u'a', u'douchey', u'indoor', u'garden', u'for', u'tea', u'and', u'biscuits']",0
952,"[u'Con', u'spotty', u'service']",0
953,"[u'The', u'fries', u'were', u'not', u'hot', u'and', u'neither', u'was', u'my', u'burger']",0
954,"[u'But', u'then', u'they', u'came', u'back', u'cold']",0
955,"[u'Then', u'our', u'food', u'came', u'out', u'disappointment', u'ensued']",0
956,"[u'The', u'real', u'disappointment', u'was', u'our', u'waiter']",0
957,"[u'My', u'husband', u'said', u'she', u'was', u'very', u'rude', u'did', u'not', u'even', u'apologize', u'for', u'the', u'bad', u'food', u'or', u'anything']",0
958,"[u'The', u'only', u'reason', u'to', u'eat', u'here', u'would', u'be', u'to', u'fill', u'up', u'before', u'a', u'night', u'of', u'binge', u'drinking', u'just', u'to', u'get', u'some', u'carbs', u'in', u'your', u'stomach']",0
959,"[u'Insults', u'profound', u'deuchebaggery', u'and', u'had', u'to', u'go', u'outside', u'for', u'a', u'smoke', u'break', u'while', u'serving', u'just', u'to', u'solidify', u'it']",0
960,"[u'If', u'someone', u'orders', u'two', u'tacos', u'don', u't', u'you', u'think', u'it', u'may', u'be', u'part', u'of', u'customer', u'service', u'to', u'ask', u'if', u'it', u'is', u'combo', u'or', u'ala', u'cart']",0
961,"[u'She', u'was', u'quite', u'disappointed', u'although', u'some', u'blame', u'needs', u'to', u'be', u'placed', u'at', u'her', u'door']",0
962,"[u'After', u'all', u'the', u'rave', u'reviews', u'I', u'couldn', u't', u'wait', u'to', u'eat', u'here', u'what', u'a', u'disappointment']",0
963,"[u'Del', u'Taco', u'is', u'pretty', u'nasty', u'and', u'should', u'be', u'avoided', u'if', u'possible']",0
964,"[u'It', u's', u'NOT', u'hard', u'to', u'make', u'a', u'decent', u'hamburger']",0
965,"[u'But', u'I', u'don', u't', u'like', u'it']",0
966,"[u'Hell', u'no', u'will', u'I', u'go', u'back']",0
